publication_date,coach,name,prompt,left_option,right_option
8186,automatic,George West,sentence,We'll see if it works.,
8186,automatic,George West,sentence,There will be many cases connected to emergency situations.,
8186,automatic,George West,sentence,The client can be sure we'll do everything for them.,
8186,automatic,Adam Dollar,sentence,It depends on the day.,
8186,automatic,Adam Dollar,sentence,It depends on the person.,
8186,automatic,Eve Miles,sentence,We're planning a diving trip.,
8186,automatic,Eve Miles,difference,save,safe
8186,automatic,Eve Miles,sentence,My car is safe.,
8186,automatic,Kate Long,difference,lower,lawyer
8186,automatic,Kate Long,position,still,
8186,automatic,Agnes Parker,sentence,I’ve just come back home.,
8186,automatic,Agnes Parker,difference,warehouse,magazine
8186,automatic,Agnes Parker,sentence,What are you asking about?,
8186,automatic,Agnes Parker,sentence,Did you manage to do it?,
8186,automatic,Margaret Morgan,sentence,Everyone was in shock.,
8186,automatic,Agnes Parker,sentence,Give me the money back.,
8186,automatic,Alexandra King,past,shoot,
8186,automatic,Alexandra King,change,of,
8187,automatic,Anette Gray,change,after,
8187,automatic,Anette Gray,sentence,When will you visit me?,
8187,automatic,Greg Hardy,change,with,
8187,automatic,Greg Hardy,difference,grow,grow up
8187,automatic,Camille Tyner,sentence,The drug has to be kept at appropriate temperature.,
8187,automatic,Camille Tyner,sentence,The user can select the kits which will take part in the flow.,
8187,automatic,Camille Tyner,sentence,Nobody knows why.,
8187,automatic,Camille Tyner,sentence,Your homework is due.,
8187,automatic,Camille Tyner,difference,throw,put
8187,automatic,Yvonne West,sentence,You're making it hard.,
8187,automatic,Kate Roberts,sentence,I got used to watching movies in English.,
8187,automatic,Kate Roberts,sentence,I'm used to eating breakfast late.,
8187,automatic,Adam Hunt,change,from,
8187,automatic,Theresa Fine,sentence,Would you like me to come?,
8187,automatic,Theresa Fine,sentence,Who would you like me to talk to?,
8187,automatic,Adrianne Nelson,past,fight,
8187,automatic,Theresa Fine,difference,thing,item
8187,automatic,Theresa Fine,synonym,item,
8187,automatic,Agnes Banks,comma before,because,
8187,automatic,Agnes Banks,sentence,I'm meeting my friend tomorrow.,
8187,automatic,Agnes Banks,sentence,Are you meeting someone tomorrow?,
8187,automatic,Agnes Banks,difference,till,by
8187,automatic,Agnes Banks,difference,few,a few
8187,automatic,Agnes Banks,conjugation,show,
8187,automatic,Anna Patton,difference,stuff,things
8187,automatic,Matt Carpenter,sentence,Answer my question.,
8187,automatic,Matt Carpenter,past,teach,
8187,automatic,Matt Xander,sentence,What potential challenges can you face?,
8187,automatic,Matt Carpenter,sentence,When were you born?,
8187,automatic,Matt Carpenter,sentence,Why were you busy?,
8187,automatic,Matt Carpenter,sentence,Who was there with you?,
8187,automatic,Matt Xander,difference,strentgth,strong
8188,automatic,Gabriel Ryan,sentence,"When I realized it, I came back to my series.",
8188,automatic,Gabriel Ryan,sentence,How do you spell it?,
8188,automatic,Gabriel Ryan,sentence,I should go to work now.,
8188,automatic,Maddie Ivy,past,deal,
8188,automatic,Maddie Ivy,sentence,We have to stay updated all the time.,
8188,automatic,Maddie Ivy,sentence,"I have a problem with going to sleep,",
8188,automatic,Margaret Usher,position,properly,
8188,automatic,Margaret Usher,sentence,The client said they weren't happy.,
8188,automatic,Margaret Usher,sentence,I'm fine with you cooking tonight.,
8188,automatic,Joanna Day,difference,much,many
8188,automatic,Joanna Day,past,eat,
8188,automatic,Joanna Day,past,go,
8188,automatic,Joanna Day,difference,person,people
8188,automatic,Joanna Day,sentence,I have a lot of things in my car.,
8188,automatic,Joanna Day,sentence,I went to Kraków last week.,
8188,automatic,Joanna Day,sentence,Take it easy.,
8188,automatic,Joanna Day,sentence,I want to be a manager in my current company.,
8188,automatic,Joanna Day,sentence,I like to share my knowledge.,
8188,automatic,Joanna Day,sentence,How can you describe your job?,
8188,automatic,Joanna Day,sentence,Everyone is different.,
8192,automatic,Caroline Newton,difference,sleep,fall asleep
8192,automatic,Caroline Newton,sentence,I fell asleep while watching TV.,
8192,automatic,Caroline Newton,sentence,I do all I can.,
8192,automatic,Caroline Newton,sentence,The quality of life is now higher.,
8192,automatic,Caroline Newton,sentence,Results may directly be influenced by many factors.,
8192,automatic,Alexandra Lee,sentence,"When I pass the exam, I'll be able to continue the course next month.",
8192,automatic,Alexandra Lee,sentence,The leaflet gives information about what the medication is for.,
8192,automatic,Alexandra Lee,difference,move in,move
8228,automatic,Peter Kane,sentence,It was a difficult course.,
8228,automatic,Peter Kane,sentence,I had a test.,
8228,automatic,Peter Kane,sentence,What do you like about your job?,
8192,automatic,Lucas Doe,sentence,The system is being developed.,
8192,automatic,Lucas Doe,sentence,Your application is being processed.,
8192,automatic,Lucas Doe,sentence,Why is it that expensive?,
8192,automatic,Lucas Doe,sentence,You're right.,
8192,automatic,Lucas Doe,sentence,You're wrong.,
8192,automatic,Sergius Birch,custom question,60,
8192,automatic,Sergius Birch,custom question,61,
8192,automatic,Sergius Birch,difference,who,which
8192,automatic,Sergius Birch,sentence,I'd like to speak English fluently.,
8192,automatic,Sergius Birch,difference,good,well
8192,automatic,Justina Stanley,difference,for,since
8192,automatic,Justina Stanley,change,about,
8192,automatic,Justina Stanley,change,after,
8192,automatic,Justina Stanley,sentence,I have a lot of difficulties.,
8192,automatic,Justina Stanley,sentence,My factory exists since 2015.,
8192,automatic,Justina Stanley,sentence,My factory exists for 7 years.,
8192,automatic,Justina Stanley,sentence,I’ve been working here for 6 years.,
8192,automatic,Justina Stanley,sentence,My husband and I think about moving to Gdańsk.,
8192,automatic,Martina Ruby,sentence,I'm not starting it.,
8192,automatic,Martina Ruby,sentence,Nobody has done it before.,
8192,automatic,Martina Ruby,sentence,"If I left the house earlier, I'd catch the bus.",
8192,automatic,Martina Ruby,difference,home,at home
8192,automatic,Martina Ruby,sentence,How about Monday?,
8193,automatic,Margaret Ford,sentence,This bank is the sponsor of most of the biggest competitions.,
8193,automatic,Margaret Ford,sentence,We don't have anything to do here.,
8193,automatic,Margaret Ford,sentence,The contract is about to expire.,
8193,automatic,Margaret Ford,sentence,I'm all ears.,
8193,automatic,Margaret Ford,difference,be addicted,get addicted
8193,automatic,Margaret Ford,difference,got,gotten
8193,automatic,Margaret Ford,comma after,when,
8193,automatic,Margaret Ford,conjugation,run,
8193,automatic,Yvonne West,difference,job,work
8193,automatic,Kate Roberts,difference,to,for
8193,automatic,Kate Roberts,issue,for,
8193,automatic,Kate Roberts,sentence,I demand that the appropriate steps be taken.,
8193,automatic,Kate Roberts,difference,commit,commit to
8193,automatic,Michael Stewart,sentence,It was a good time.,
8193,automatic,Michael Stewart,sentence,These are the most import rules.,
8193,automatic,Adam Dollar,sentence,I could've called you yesterday.,
8193,automatic,Adam Dollar,sentence,I could've done my homework yesterday.,
8193,automatic,Adam Dollar,sentence,I thought I could try to learn new skills.,
8193,automatic,Adam Dollar,sentence,I shouldn't have lied to you.,
8193,automatic,Adam Dollar,sentence,I should've done my homework yesterday.,
8193,automatic,Adam Dollar,past,stand,
8193,automatic,Eve Miles,sentence,Dreams come true.,
8193,automatic,Eve Miles,conjugation,grow,
8193,automatic,Eve Miles,difference,who,whose
8193,automatic,Eve Miles,sentence,Whose cell phone is it?,
8193,automatic,Eve Miles,difference,small,little
8193,automatic,Eve Miles,sentence,It's too little.,
8193,automatic,Eve Miles,difference,a few,few
8193,automatic,Eve Miles,sentence,There are a lot of people I like.,
8193,automatic,Eve Miles,difference,learn,study
8193,automatic,Margaret Morgan,sentence,It went well.,
8193,automatic,Margaret Morgan,sentence,We had a good time.,
8193,automatic,Margaret Morgan,sentence,It's important to study English every day.,
8193,automatic,Kate Long,sentence,I feel sorry for you.,
8193,automatic,Agnes Parker,sentence,I haven't gotten a reply yet.,
8193,automatic,Agnes Parker,sentence,I don't have a problem with working.,
8193,automatic,Agnes Parker,past,fly,
8193,automatic,Agnes Parker,difference,hair,hairs
8193,automatic,Agnes Parker,past,find,
8193,automatic,Agnes Parker,past,found,
8193,automatic,Agnes Parker,difference,ago,before
8193,automatic,Agnes Parker,comma before,what,
8193,automatic,Agnes Parker,sentence,I don't know what I should say.,
8193,automatic,Agnes Parker,comma before,because,
8193,automatic,Alexandra King,difference,dinner,supper
8194,automatic,Anette Gray,sentence,How long has it been?,
8194,automatic,Anette Gray,sentence,How long have you been sick?,
8194,automatic,Anette Gray,sentence,I've been sick for a week.,
8194,automatic,Anette Gray,sentence,When are you available?,
8194,automatic,Greg Hardy,past,drink,
8194,automatic,Agnes Chapman,difference,either,too
8194,automatic,Agnes Chapman,difference,graduate from,graduate in
8194,automatic,Camille Tyner,past,slide,
8194,automatic,Camille Tyner,past,wake,
8194,automatic,Camille Tyner,change,of,
8194,automatic,Yvonne West,sentence,I've already done my homework.,
8194,automatic,Yvonne West,sentence,I've already watched the movie.,
8194,automatic,Yvonne West,sentence,I've already finished the series.,
8194,automatic,Yvonne West,sentence,I've already eaten my sandwich.,
8194,automatic,Yvonne West,sentence,I've already signed the documents.,
8194,automatic,Yvonne West,sentence,I've already made up my mind.,
8194,automatic,George West,sentence,Don't let your children smoke.,
8194,automatic,Martin Hale,sentence,Can you see me?,
8194,automatic,Martin Hale,sentence,Can you hear me?,
8194,automatic,Martin Hale,difference,match,fit
8194,automatic,Martin Hale,synonym,very surprised,
8194,automatic,Adrianne Nelson,difference,worst,worse
8194,automatic,Adrianne Nelson,sentence,It won't be worse.,
8194,automatic,Claudine Gross,sentence,There were three of us at the meeting.,
8194,automatic,Isabel Cain,difference,which,who
8194,automatic,Isabel Cain,difference,teach,learn
8194,automatic,Isabel Cain,past,teach,
8194,automatic,Anna Patton,difference,measure,measurement
8194,automatic,Matt Carpenter,difference,let sb to do sth,let sb do sth
8194,automatic,Matt Carpenter,sentence,Do you want me to take a look at it?,
8194,automatic,Matt Xander,sentence,It's not my fault.,
8195,automatic,Jack Russell,sentence,A part of this thing is true.,
8195,automatic,Jack Russell,sentence,My company has ten pieces of aircraft.,
8195,automatic,Jack Russell,sentence,You have to spend a lot of time if you want to be a good pilot.,
8195,automatic,Jack Russell,difference,number,amount
8195,automatic,Jack Russell,difference,who,which
8195,automatic,Jack Russell,plural,aircraft,
8195,automatic,Gabriel Ryan,sentence,It contains information about comming crime.,
8195,automatic,Gabriel Ryan,change,about,
8195,automatic,Gabriel Ryan,sentence,My client got information that his colleague is a liar.,
8195,automatic,Gabriel Ryan,sentence,I didn't send it.,
8195,automatic,Gabriel Ryan,sentence,I would be grateful if you  gave me this chance.,
8250,automatic,Maddie Yates,past,lead,
8195,automatic,Maddie Ivy,sentence,The company is focused on inventing.,
8195,automatic,Margaret Usher,difference,learn,teach
8195,automatic,Margaret Usher,sentence,You're always smoking when we go outside.,
8195,automatic,Martin Vance,sentence,I told you that.,
8195,automatic,Martin Vance,difference,make friends,be friends
8195,automatic,Theresa Fine,sentence,I hope everything comes back to normal.,
8195,automatic,Theresa Fine,change,from,
8195,automatic,Theresa Fine,sentence,I wouldn't kick him out of bed.,
8195,automatic,Joanna Day,sentence,I had two tasks from my boss.,
8195,automatic,Joanna Day,past,have,
8195,automatic,Joanna Day,sentence,I had to take photos of the shop.,
8195,automatic,Joanna Day,sentence,I had two tasks for today.,
8195,automatic,Joanna Day,difference,must,have to
8195,automatic,Joanna Day,sentence,I had to write an email about a shop display.,
8195,automatic,Joanna Day,past,tell,
8195,automatic,Joanna Day,past,give,
8195,automatic,Joanna Day,past,wake up,
8195,automatic,Joanna Day,past,go,
8195,automatic,Joanna Day,past,make,
8195,automatic,Joanna Day,sentence,I had a sandwich for breakfast.,
8195,automatic,Joanna Day,sentence,I went for a walk with my dog.,
8195,automatic,Joanna Day,sentence,I got dressed for work.,
8195,automatic,Susanne Edwards,sentence,You should clear your mind before starting work.,
8195,automatic,Susanne Edwards,past,leave,
8195,automatic,Susanne Edwards,difference,still,yet
8196,automatic,Julia Hogan,sentence,There is a problem,
8196,automatic,Julia Hogan,sentence,There are many people in the picture.,
8196,automatic,Julia Hogan,difference,go,come
8196,automatic,Julia Hogan,sentence,Do you need anything else?,
8199,automatic,Gabriel Ryan,sentence,I’ll take your word for it.,
8199,automatic,Caroline Newton,sentence,I have to get back on the right track.,
8199,automatic,Caroline Newton,difference,less,fewer
8199,automatic,Caroline Newton,change,with,
8199,automatic,Caroline Newton,sentence,I hoped that the workshop would be shorter.,
8199,automatic,Lucas Doe,sentence,It went well.,
8199,automatic,Lucas Doe,difference,us,our
8199,automatic,Lucas Doe,synonym,nervous,
8199,automatic,Lucas Doe,conjugation,find,
8199,automatic,Lucas Doe,sentence,How about Monday?,
8199,automatic,Matt Xander,difference,their,them
8199,automatic,Matt Xander,sentence,My best friend and I are the same age.,
8199,automatic,Martina Ruby,conjugation,hear,
8200,automatic,Maddie Ivy,sentence,My children don't like when they're bored.,
8200,automatic,Julia Hogan,sentence,I don't know what it means.,
8200,automatic,Julia Hogan,sentence,I don't know what it's called.,
8200,automatic,Julia Hogan,past,meet,
8250,automatic,Maddie Yates,difference,nervous,angry
8200,automatic,Julia Hogan,past,fight,
8200,automatic,Julia Hogan,sentence,There are many people in the picture.,
8200,automatic,Julia Hogan,sentence,How many people are there in your team?,
8200,automatic,Julia Hogan,sentence,I saw a dog yesterday. The dog was brown.,
8200,automatic,Julia Hogan,change,could,
8200,automatic,Julia Hogan,change,would,
8200,automatic,George West,sentence,Dreams come true.,
8200,automatic,Kate Roberts,sentence,What are the odds?,
8200,automatic,Adam Dollar,past,blow,
8200,automatic,Eve Miles,sentence,I was given antibiotics.,
8200,automatic,Michael Stewart,sentence,I still have the problem.,
8200,automatic,Margaret Morgan,sentence,I haven't finished the task yet.,
8200,automatic,Kate Long,difference,sleepy,asleep
8200,automatic,Kate Long,sentence,I'm interested in sports.,
8200,automatic,Kate Long,sentence,I fell asleep while watching TV.,
8200,automatic,Margaret Morgan,synonym,very important,
8228,automatic,Peter Kane,sentence,The movie lasts one and a half hours.,
8200,automatic,Agnes Parker,sentence,Only one student could be chosen.,
8228,automatic,Peter Kane,sentence,She spoke with the owner of the restaurant.,
8200,automatic,Agnes Parker,difference,him,his
8228,automatic,Peter Kane,sentence,My boss decided that I get promoted.,
8200,automatic,Peter Kane,difference,tell,say
8228,automatic,Peter Kane,sentence,Which one?,
8200,automatic,Sergius Birch,change,could,
8200,automatic,Sergius Birch,sentence,When did you meet each other?,
8200,automatic,Camille Tyner,sentence,"From that night onwards, I've been sleeping well.",
8200,automatic,Sergius Birch,sentence,I had to improve my restaurant's menu.,
8200,automatic,Sergius Birch,sentence,I've been a graphic designer for ages.,
8200,automatic,Sergius Birch,sentence,I use pictures as the backgroud.,
8200,automatic,Sergius Birch,sentence,I work as an engineer.,
8200,automatic,Camille Tyner,sentence,"As of Monday, the line outside the passport office is long.",
8200,automatic,Sergius Birch,comma before,and,
8200,automatic,Sergius Birch,comma before,that,
8200,automatic,Sergius Birch,change,with,
8201,automatic,Greg Hardy,sentence,These are our dogs.,
8201,automatic,Greg Hardy,difference,I was arrested,I have been arrested
8201,automatic,Yvonne West,difference,the second advice,the second piece of advice
8201,automatic,Agnes Chapman,sentence,I'll be able to take a look at it later.,
8201,automatic,Agnes Chapman,sentence,I can't go to sleep early.,
8201,automatic,Adam Hunt,sentence,It's easy for me to wake up in the morning.,
8201,automatic,Adam Hunt,sentence,It's easier for me to speak English than Polish.,
8201,automatic,Alexandra Lee,sentence,"If I were you, I'd go there.",
8201,automatic,Alexandra Lee,sentence,"If I were a cat, I'd sleep all day.",
8201,automatic,Alexandra Lee,sentence,"If I was younger, I'd go to university.",
8201,automatic,Alexandra Lee,sentence,I would go to the gym more often if it were closer.,
8201,automatic,Alexandra Lee,sentence,I'd buy a house if I got a pay-raise.,
8201,automatic,Alexandra Lee,past,catch,
8201,automatic,Alexandra Lee,past,shoot,
8201,automatic,Theresa Fine,sentence,A lot of things influence us.,
8201,automatic,Adrianne Nelson,sentence,I'm satisfied.,
8201,automatic,Theresa Fine,sentence,"When the time passes slower, I'm more efficient.",
8201,automatic,Adrianne Nelson,change,about,
8201,automatic,Adrianne Nelson,past,leave,
8201,automatic,Isabel Cain,difference,until,since
8201,automatic,Isabel Cain,sentence,There were no problems.,
8201,automatic,Isabel Cain,difference,ago,before/earlier
8201,automatic,Isabel Cain,past,can,
8201,automatic,Isabel Cain,past,lose,
8201,automatic,Isabel Cain,past,take,
8201,automatic,Anna Patton,difference,as,like
8201,automatic,Isabel Cain,comma before,because,
8201,automatic,Isabel Cain,difference,much,many
8201,automatic,Isabel Cain,sentence,We're meeting next week.,
8201,automatic,Isabel Cain,sentence,I thought I could make it.,
8201,automatic,Matt Carpenter,sentence,What do you want to tell me about?,
8201,automatic,Matt Carpenter,sentence,It's the last thing I want to talk about.,
8201,automatic,Matt Carpenter,comma before,but,
8202,automatic,Jack Russell,sentence,We wanted to go for a walk.,
8202,automatic,Jack Russell,difference,another,other
8202,automatic,Jack Russell,sentence,There are a lot of things to do.,
8202,automatic,Jack Russell,sentence,It shows how low the clouds are.,
8202,automatic,Jack Russell,sentence,I didn't know how to handle it.,
8206,automatic,Caroline Newton,sentence,There are many options for you to choose from.,
8206,automatic,Lucas Doe,sentence,I decided to study English regularly.,
8206,automatic,Lucas Doe,change,about,
8206,automatic,Justina Stanley,difference,amount,number
8206,automatic,Margaret Ford,plural,fish,
8206,automatic,Margaret Ford,plural,sheep,
8206,automatic,Margaret Ford,difference,persons,people
8206,automatic,Margaret Ford,sentence,Thank you for your time.,
8206,automatic,Martina Ruby,sentence,"If they were bigger, we'd know about them.",
8206,automatic,Martina Ruby,conjugation,write,
8207,automatic,Adam Dollar,sentence,People won't be able to make mistakes.,
8207,automatic,Adam Dollar,sentence,It depends on the day.,
8207,automatic,Eve Miles,sentence,There was no storm in my area.,
8207,automatic,Eve Miles,synonym,tall,
8207,automatic,Margaret Morgan,sentence,How long have you been working on it?,
8207,automatic,Kate Long,change,on,
8207,automatic,Margaret Morgan,sentence,I didn't have to help you.,
8207,automatic,Margaret Morgan,sentence,I had to wait for my husband to get back home.,
8207,automatic,Margaret Morgan,sentence,I had to wait for my boss to finish the meeting.,
8207,automatic,Margaret Morgan,difference,grow,grow up
8207,automatic,Kate Long,sentence,Remote work can burn you out.,
8207,automatic,Margaret Morgan,sentence,I'm trying.,
8207,automatic,Margaret Morgan,difference,cheat sb,cheat on sb
8228,automatic,Peter Kane,sentence,I have a deadline for Sunday.,
8228,automatic,Peter Kane,sentence,It's quite a good job.,
8228,automatic,Peter Kane,sentence,You're an interesting person.,
8207,automatic,Peter Kane,difference,tell,say
8207,automatic,Agnes Parker,difference,afraid of sth,afraid about sth
8228,automatic,Peter Kane,sentence,My parents told me that something was wrong.,
8207,automatic,Agnes Parker,difference,told,say
8207,automatic,Agnes Parker,sentence,What is it caused by?,
8207,automatic,Agnes Parker,difference,low,less
8207,automatic,Peter Kane,difference,these,this
8207,automatic,Agnes Parker,sentence,I'm not planning anything.,
8207,automatic,Agnes Parker,difference,death,dead
8228,automatic,Peter Kane,sentence,I've been thinking about it since yesterday.,
8228,automatic,Peter Kane,sentence,I've been living there since I can remember.,
8207,automatic,Peter Kane,comma before,but,
8207,automatic,Agnes Parker,issue,when/if/once,
8207,automatic,Agnes Parker,comma after,I thought,
8207,automatic,Agnes Parker,sentence,I thought I would stay at home.,
8207,automatic,Alexandra King,past,rise,
8208,automatic,Anette Gray,synonym,tired,
8208,automatic,Anette Gray,difference,the next week,next week
8208,automatic,Anette Gray,difference,tell,say
8208,automatic,Anette Gray,difference,get to know,know
8208,automatic,Anette Gray,sentence,I'm not sure if I explained it correctly.,
8208,automatic,Anette Gray,sentence,It's hard for me to focus when you talk.,
8208,automatic,Greg Hardy,sentence,It's easy for me to wake up in the morning.,
8208,automatic,Greg Hardy,sentence,It's hard for me to focus when you talk.,
8208,automatic,Greg Hardy,sentence,It's important to me.,
8208,automatic,Greg Hardy,sentence,I didn't mean it.,
8208,automatic,Greg Hardy,sentence,I didn't pick up the phone.,
8208,automatic,Greg Hardy,sentence,I didn't do anything wrong.,
8208,automatic,Greg Hardy,sentence,I didn't have a choice.,
8208,automatic,Greg Hardy,sentence,I didn't send it.,
8208,automatic,Greg Hardy,sentence,I'm trying.,
8208,automatic,Greg Hardy,sentence,It's hard to tell.,
8208,automatic,Greg Hardy,sentence,I've never driven car.,
8208,automatic,Greg Hardy,past,do,
8208,automatic,Greg Hardy,sentence,I did it.,
8208,automatic,Greg Hardy,difference,a,an
8208,automatic,Agnes Chapman,sentence,Will you explain to me how it works?,
8208,automatic,Martin Hale,difference,every day,everyday
8208,automatic,Adam Hunt,difference,furniture,furnitures
8208,automatic,Camille Tyner,comma before,if,
8208,automatic,Camille Tyner,sentence,Do you want anything?,
8208,automatic,Camille Tyner,sentence,I didn't report it to anybody.,
8208,automatic,Camille Tyner,sentence,I don't need anything.,
8208,automatic,Camille Tyner,sentence,I need nothing.,
8208,automatic,Camille Tyner,difference,anything,nothing
8208,automatic,Theresa Fine,difference,stressful,stressed
8208,automatic,Theresa Fine,sentence,We're very close to finding the place.,
8208,automatic,Theresa Fine,sentence,I'm close to finishing work.,
8208,automatic,Agnes Banks,conjugation,see,
8208,automatic,Agnes Banks,conjugation,fall,
8208,automatic,Agnes Banks,difference,ago,before
8208,automatic,Agnes Banks,sentence,My friend and I are meeting tomorrow.,
8208,automatic,Agnes Banks,sentence,I could've called you yesterday.,
8208,automatic,Agnes Banks,sentence,I could've done my homework yesterday.,
8208,automatic,Agnes Banks,sentence,I wouldn't have called you yesterday if I hadn't had to.,
8208,automatic,Agnes Banks,sentence,I would've called you yesterday if I hadn't fallen asleep.,
8208,automatic,Anna Patton,sentence,I can't wait for it.,
8208,automatic,Anna Patton,sentence,I'm still waiting for my boss to call me.,
8208,automatic,Isabel Cain,past,find,
8208,automatic,Isabel Cain,sentence,My friend and I are meeting tomorrow.,
8208,automatic,Isabel Cain,custom question,12,
8208,automatic,Anna Patton,position,usually,
8208,automatic,Isabel Cain,difference,she,her
8208,automatic,Isabel Cain,difference,anything,nothing
8208,automatic,Isabel Cain,past,sing,
8208,automatic,Isabel Cain,difference,found,founded
8208,automatic,Anna Patton,synonym,hire,
8208,automatic,Anna Patton,position,recently,
8208,automatic,Matt Xander,sentence,My favorite series was deleted.,
8208,automatic,Matt Carpenter,difference,do a research,do research
8208,automatic,Matt Xander,issue,when/if/once,
8208,automatic,Matt Xander,sentence,I'll call you once I'm in town.,
8208,automatic,Matt Carpenter,difference,mention about sth,mention sth
8208,automatic,Matt Carpenter,sentence,These are two different things.,
8208,automatic,Matt Xander,sentence,I will check if you’re right.,
8208,automatic,Matt Xander,sentence,I'll be happy when it ends.,
8208,automatic,Matt Carpenter,difference,borrow,lend
8209,automatic,Jack Russell,sentence,I watched one episode of the TV series yesterday.,
8209,automatic,Jack Russell,past,want,
8209,automatic,Jack Russell,past,will,
8209,automatic,Jack Russell,sentence,I wanted to explain the situation.,
8209,automatic,Jack Russell,difference,man,men
8209,automatic,Jack Russell,sentence,I still like my job despite many years of experience.,
8209,automatic,Jack Russell,difference,marriage,married
8209,automatic,Jack Russell,past,draw,
8209,automatic,Jack Russell,difference,tell,say
8209,automatic,Gabriel Ryan,sentence,I don't know anything.,
8209,automatic,Gabriel Ryan,sentence,I don't have anything to lose.,
8209,automatic,Gabriel Ryan,difference,me,my
8209,automatic,Gabriel Ryan,sentence,I'd like to speak English fluently.,
8209,automatic,Maddie Ivy,sentence,"Since it was so hot, my children were exhausted.",
8209,automatic,Margaret Usher,sentence,I always mix them up.,
8209,automatic,Margaret Usher,difference,look sth up,look into sth
8209,automatic,Martin Vance,sentence,I wasn't sure what the mistake was.,
8209,automatic,Martin Vance,sentence,I'm informed about what the other person does.,
8209,automatic,Martin Vance,comma before,because,
8209,automatic,Joanna Day,sentence,How long did it last?,
8209,automatic,Joanna Day,sentence,There were a lot of trees in the park.,
8209,automatic,Joanna Day,past,have to,
8209,automatic,Joanna Day,difference,must,have to
8209,automatic,Joanna Day,past,do,
8209,automatic,Joanna Day,sentence,I didn't go there.,
8209,automatic,Joanna Day,sentence,I didn't know about that.,
8209,automatic,Joanna Day,comma before,so,
8209,automatic,Margaret Ford,difference,earlier,before
8209,automatic,Margaret Ford,difference,died,dead
8209,automatic,Margaret Ford,sentence,I don’t know if I should tell the truth.,
8209,automatic,Margaret Ford,sentence,Could you tell me what it means?,
8209,automatic,Margaret Ford,sentence,What did you say to me?,
8209,automatic,Margaret Ford,difference,boring,bored
8210,automatic,Julia Hogan,past,live,
8210,automatic,Julia Hogan,sentence,We’ve known each other for a long time.,
8210,automatic,Julia Hogan,sentence,We give presents to each other.,
8210,automatic,Julia Hogan,past,think,
8210,automatic,Julia Hogan,past,want,
8210,automatic,Julia Hogan,sentence,It depends.,
8210,automatic,Julia Hogan,difference,I worked there for 2 years.,I've worked there for 2 years.
8210,automatic,Julia Hogan,past,find,
8213,automatic,Alexandra Lee,sentence,I had a hard day today.,
8213,automatic,Alexandra Lee,sentence,I knew no one there.,
8213,automatic,Alexandra Lee,sentence,It's not interesting.,
8213,automatic,Alexandra Lee,sentence,How did you like it?,
8213,automatic,Alexandra Lee,past,choose,
8213,automatic,Alexandra Lee,sentence,I chose the right option.,
8213,automatic,Alexandra Lee,past,lose,
8213,automatic,Alexandra Lee,sentence,I watched two episodes of a TV series.,
8213,automatic,Alexandra Lee,change,about,
8213,automatic,Alexandra Lee,sentence,I could've studied for the test.,
8213,automatic,Alexandra Lee,sentence,I could've stayed at home when you called.,
8213,automatic,Alexandra Lee,sentence,I could've done my homework yesterday.,
8213,automatic,Lucas Doe,sentence,I'm great at sales.,
8213,automatic,Lucas Doe,past,recruit,
8213,automatic,Lucas Doe,sentence,I've been learning English all my life.,
8213,automatic,Lucas Doe,sentence,I've been working here for a long time.,
8213,automatic,Lucas Doe,sentence,Sales are crucial.,
8213,automatic,Lucas Doe,change,in,
8213,automatic,Lucas Doe,sentence,I've never done it before.,
8213,automatic,Lucas Doe,difference,another,other
8213,automatic,Lucas Doe,sentence,There are two of us on the team.,
8213,automatic,Justina Stanley,sentence,Everyone knows each other.,
8213,automatic,Martina Ruby,past,choose,
8213,automatic,Martina Ruby,change,of,
8213,automatic,Martina Ruby,sentence,It depends on the person.,
8213,automatic,Martina Ruby,sentence,It depends on the day.,
8213,automatic,Martina Ruby,past,take,
8214,automatic,Kate Roberts,sentence,There are three of us in the office.,
8214,automatic,Kate Roberts,sentence,I don't have a problem with working.,
8214,automatic,Adam Dollar,sentence,You are criticizing everything I do.,
8214,automatic,Eve Miles,past,build,
8214,automatic,Eve Miles,past,draw,
8214,automatic,Eve Miles,sentence,I like my job.,
8214,automatic,Michael Stewart,difference,good,well
8214,automatic,Michael Stewart,change,can,
8214,automatic,Michael Stewart,sentence,It's not as good as it should be.,
8214,automatic,Michael Stewart,conjugation,shoot,
8214,automatic,Eve Miles,sentence,The wall was wet.,
8214,automatic,Michael Stewart,sentence,I'm going to my parents' house this weekend.,
8214,automatic,Michael Stewart,sentence,Both of my cars' tyres were flat.,
8214,automatic,Kate Long,difference,job,work
8214,automatic,Margaret Morgan,sentence,It's important how you look.,
8214,automatic,Margaret Morgan,sentence,I don't know what you call it in English.,
8214,automatic,Margaret Morgan,sentence,You have to know how much you can lower the price.,
8214,automatic,Margaret Morgan,sentence,If I had said back then what I thought I would’ve lost my job.,
8214,automatic,Margaret Morgan,sentence,"If I had chosen a different project, I wouldn't be happy now.",
8214,automatic,Margaret Morgan,sentence,I decided not to do it.,
8214,automatic,Agnes Parker,difference,this,these
8214,automatic,Agnes Parker,difference,quick,quickly
8228,automatic,Peter Kane,sentence,I've been working for that company for four years.,
8214,automatic,Agnes Parker,sentence,There are many people in the picture.,
8214,automatic,Agnes Parker,sentence,There was no such situation.,
8214,automatic,Agnes Parker,sentence,There was an accident on my street yesterday.,
